source,text,created_at,sentiment
Twitter for iPhone,"['bill', 'clinton', 'right', 'obamacar', 'crazi', 'work', 'make', 'sens', 'thank', 'bill', 'tell', 'truth']",2016-10-05 21:19:48+00:00,1
Twitter for iPhone,"['thank', 'kind', 'remark', 'import', 'issu', 'ptsd', 'dishonest', 'medium', 'great', 'arizona', 'yesterday']",2016-10-05 21:22:52+00:00,3
Twitter for iPhone,"['earli', 'vote', 'mn', 'ia', 'alreadi', 'underway', 'state', 'come', 'next', 'week', 'oh', 'az', 'check', 'w', 'local', 'offici', 'detail', 'vote']",2016-10-05 22:57:42+00:00,2
Twitter for iPhone,"['pray', 'everyon', 'florida', 'hope', 'hurrican', 'dissip', 'event', 'pleas', 'care']",2016-10-06 04:24:43+00:00,2
Twitter for Android,"['certainli', 'interest', 'hour']",2016-10-08 14:48:22+00:00,2
Twitter for Android,"['thank', 'great', 'support', 'wisconsin', 'heard', 'crowd', 'enthusiasm', 'unreal']",2016-10-09 00:38:52+00:00,3
Twitter for Android,"['tremend', 'support', 'except', 'republican', 'thank']",2016-10-09 13:00:51+00:00,3
Twitter for Android,"['mani', 'self', 'righteou', 'hypocrit', 'watch', 'poll', 'number', 'elect', 'go']",2016-10-09 14:12:23+00:00,1
Twitter for iPhone,"['team', 'deplor', 'take', 'twitter', 'account', 'tonight', 'debat', 'makeamericagreatagain']",2016-10-10 00:24:46+00:00,2
Twitter Web Client,"['simpl', 'make', 'america', 'great', 'debat', 'bigleaguetruth']",2016-10-10 01:11:26+00:00,3
Twitter Web Client,"['proud', 'locker', 'room', 'talk', 'world', 'seriou', 'problem', 'need', 'seriou', 'leader', 'debat', 'bigleaguetruth']",2016-10-10 01:13:03+00:00,2
Twitter Web Client,"['never', 'anyon', 'abus', 'woman', 'polit', 'bill', 'clinton', 'word', 'unfortun', 'clinton', 'action', 'far', 'wors']",2016-10-10 01:23:22+00:00,1
Twitter for iPhone,"['win', 'go', 'instruct', 'ag', 'get', 'special', 'prosecutor', 'look', 'situat', 'bc', 'never', 'anyth', 'like', 'lie']",2016-10-10 01:27:04+00:00,1
Twitter Web Client,"['basic', 'noth', 'hillari', 'said', 'secret', 'server', 'true', 'crookedhillari']",2016-10-10 01:28:36+00:00,1
Twitter Web Client,"['hillari', 'delet', 'email', 'daughter', 'wed', 'lot', 'wed', 'email', 'debat']",2016-10-10 01:29:17+00:00,1
Twitter for iPhone,"['attn', 'five', 'staffer', 'need', 'fbi', 'immun', 'bigleaguetruth', 'debat']",2016-10-10 01:29:45+00:00,1
Twitter Web Client,"['must', 'repeal', 'obamacar', 'replac', 'much', 'competit', 'comprehens', 'afford', 'system', 'debat', 'maga']",2016-10-10 01:35:26+00:00,1
Twitter Web Client,"['bill', 'clarifi', 'meant', 'call', 'obamacar', 'disast', 'actual', 'disast', 'pretti', 'clear', 'debat']",2016-10-10 01:36:24+00:00,1
Twitter Web Client,"['hypocrit', 'claim', 'need', 'public', 'privat', 'stanc', 'discuss', 'wall', 'street', 'bank', 'debat']",2016-10-10 01:50:45+00:00,1
Twitter Web Client,"['administr', 'everi', 'american', 'treat', 'equal', 'protect', 'equal', 'honor', 'equal', 'debat', 'bigleaguetruth']",2016-10-10 02:15:24+00:00,3
Twitter Web Client,"['presid', 'talk', 'noth', 'get', 'done', 'debat', 'bigleaguetruth']",2016-10-10 02:19:35+00:00,1
Twitter Web Client,"['agre', 'presid', 'obama']",2016-10-10 02:20:35+00:00,1
Twitter Web Client,"['countri', 'take', 'four', 'year', 'barack', 'obama', 'debat']",2016-10-10 02:21:50+00:00,1
Twitter Web Client,"['unit', 'countri', 'written', 'ten', 'million', 'american', 'deplor', 'bigleaguetruth', 'debat']",2016-10-10 02:23:21+00:00,2
Twitter Web Client,"['countri', 'slowest', 'growth', 'sinc', 'bigleaguetruth', 'debat']",2016-10-10 02:24:50+00:00,1
Twitter Web Client,"['hypocrit', 'singl', 'biggest', 'beneficiari', 'citizen', 'unit', 'histori', 'far', 'debat', 'bigleaguetruth']",2016-10-10 02:30:17+00:00,1
Twitter for Android,"['thank', 'great', 'comment', 'debat', 'last', 'night', 'excit']",2016-10-10 17:08:21+00:00,3
Twitter for Android,"['paul', 'ryan', 'spend', 'time', 'balanc', 'budget', 'job', 'illeg', 'immigr', 'wast', 'time', 'fight', 'republican', 'nomine']",2016-10-10 17:22:22+00:00,1
Twitter for Android,"['wow', 'got', 'caught', 'fix', 'order', 'make', 'crook', 'hillari', 'look', 'better', 'realli', 'pathet', 'total', 'dishonest']",2016-10-10 19:31:04+00:00,1
Twitter for iPhone,"['despit', 'win', 'second', 'debat', 'landslid', 'everi', 'poll', 'hard', 'well', 'paul', 'ryan', 'other', 'give', 'zero', 'support']",2016-10-11 12:16:57+00:00,1
Twitter for Android,"['weak', 'ineffect', 'leader', 'paul', 'ryan', 'bad', 'confer', 'call', 'member', 'went', 'wild', 'disloyalti']",2016-10-11 13:05:53+00:00,1
Twitter for iPhone,"['nice', 'shackl', 'taken', 'fight', 'america', 'way', 'want']",2016-10-11 14:00:38+00:00,3
Twitter Web Client,"['except', 'cheat', 'berni', 'nom', 'dem', 'alway', 'proven', 'far', 'loyal', 'republican']",2016-10-11 14:15:10+00:00,1
Twitter for iPhone,"['disloy', 'r', 'far', 'difficult', 'crook', 'hillari', 'come', 'side', 'know', 'win', 'teach']",2016-10-11 14:48:29+00:00,1
Twitter for Android,"['foul', 'mouth', 'sen', 'john', 'mccain', 'beg', 'support', 'primari', 'gave', 'drop', 'locker', 'room', 'remark']",2016-10-11 16:52:28+00:00,1
Twitter for Android,"['texa', 'leav', 'soon', 'big', 'ralli', 'florida']",2016-10-11 17:12:35+00:00,3
Twitter for iPhone,"['hope', 'peopl', 'look', 'disgrac', 'behavior', 'hillari', 'clinton', 'expos', 'wikileak', 'unfit', 'run']",2016-10-11 17:43:06+00:00,1
Twitter for Android,"['wow', 'town', 'hall', 'question', 'given', 'crook', 'hillari', 'clinton', 'advanc', 'big', 'debat', 'berni', 'sander', 'hillari', 'cnn', 'fraud']",2016-10-11 23:04:25+00:00,1
Twitter for Android,"['crook', 'hillari', 'clinton', 'like', 'talk', 'thing', 'year']",2016-10-12 12:59:05+00:00,1
Twitter for iPhone,"['littl', 'pick', 'dishonest', 'medium', 'incred', 'inform', 'provid', 'wikileak', 'dishonest', 'rig', 'system']",2016-10-12 13:46:43+00:00,1
Twitter for iPhone,"['peopl', 'cuba', 'struggl', 'long', 'revers', 'obama', 'execut', 'order', 'concess', 'toward', 'cuba', 'freedom', 'restor']",2016-10-12 19:20:48+00:00,1
Twitter for Android,"['writer', 'twelv', 'year', 'old', 'articl', 'peopl', 'magazin', 'mention', 'stori', 'happen']",2016-10-13 13:09:45+00:00,1
Twitter Web Client,"['phoni', 'stori', 'fail', 'total', 'fabric', 'written', 'peopl', 'last', 'discredit', 'stori', 'woman', 'watch']",2016-10-13 13:35:12+00:00,1
Twitter for iPhone,"['make', 'major', 'speech', 'west', 'palm', 'beach', 'florida', 'noon', 'tune']",2016-10-13 15:28:34+00:00,2
Twitter for iPhone,"['left', 'great', 'ralli', 'florida', 'head', 'ohio', 'two', 'soon']",2016-10-13 20:04:14+00:00,3
Twitter for iPhone,"['great', 'event', 'columbu', 'take', 'cincinnati', 'great', 'new', 'ohio', 'poll', 'thank', 'ohio', 'nbc', 'wsj', 'marist', 'poll', 'trump', 'clinton']",2016-10-13 22:14:56+00:00,3
Twitter for iPhone,"['dem', 'gov', 'mn', 'announc', 'afford', 'care', 'act', 'obamacar', 'longer', 'afford', 'say', 'year', 'disast']",2016-10-13 22:51:17+00:00,1
Twitter for Android,"['fabric', 'made', 'charg', 'push', 'strongli', 'medium', 'clinton', 'campaign', 'may', 'poison', 'mind', 'american', 'voter', 'fix']",2016-10-15 10:51:40+00:00,1
Twitter for Android,"['elect', 'rig', 'medium', 'push', 'fals', 'unsubstanti', 'charg', 'outright', 'lie', 'order', 'elect', 'crook', 'hillari']",2016-10-15 11:45:58+00:00,1
Twitter for Android,"['hillari', 'clinton', 'prosecut', 'jail', 'instead', 'run', 'presid', 'look', 'like', 'rig', 'elect']",2016-10-15 12:23:08+00:00,1
Twitter for iPhone,"['land', 'new', 'hampshir', 'soon', 'talk', 'massiv', 'drug', 'problem', 'countri']",2016-10-15 15:55:19+00:00,2
Twitter for Android,"['noth', 'ever', 'happen', 'woman', 'total', 'made', 'nonsens', 'steal', 'elect', 'nobodi', 'respect', 'woman']",2016-10-15 18:29:22+00:00,1
Twitter for Android,"['fail', 'report', 'even', 'call', 'u', 'anymor', 'write', 'whatev', 'want', 'write', 'make', 'sourc', 'along', 'way']",2016-10-15 22:49:18+00:00,1
Twitter for Android,"['great', 'day', 'new', 'hampshir', 'main', 'fantast', 'crowd', 'energi', 'maga']",2016-10-16 00:03:06+00:00,3
Twitter for Android,"['watch', 'saturday', 'night', 'live', 'hit', 'job', 'time', 'retir', 'bore', 'unfunni', 'show', 'alec', 'baldwin', 'portray', 'stink', 'medium', 'rig', 'elect']",2016-10-16 11:14:00+00:00,1
Twitter for Android,"['poll', 'close', 'believ', 'lost', 'larg', 'number', 'woman', 'voter', 'base', 'made', 'event', 'never', 'happen', 'medium', 'rig', 'elect']",2016-10-16 11:36:28+00:00,1
Twitter for Android,"['elect', 'rig', 'medium', 'coordin', 'effort', 'clinton', 'campaign', 'put', 'stori', 'never', 'happen', 'news']",2016-10-16 12:31:40+00:00,1
Twitter for Android,"['elect', 'absolut', 'rig', 'dishonest', 'distort', 'medium', 'push', 'crook', 'hillari', 'also', 'mani', 'poll', 'place', 'sad']",2016-10-16 17:01:12+00:00,1
Twitter for Android,"['democrat', 'corrupt', 'polit', 'machin', 'push', 'crook', 'hillari', 'clinton', 'paul', 'ryan', 'alway', 'fight', 'republican', 'nomine']",2016-10-16 20:47:23+00:00,1
Twitter for Android,"['paul', 'ryan', 'man', 'know', 'win', 'includ', 'fail', 'run', 'four', 'year', 'ago', 'must', 'start', 'focus', 'budget', 'militari', 'vet', 'etc']",2016-10-16 20:54:37+00:00,1
Twitter for Android,"['final', 'new', 'abc', 'news', 'washington', 'post', 'poll', 'hillari', 'clinton', 'point', 'woman', 'voter', 'elect', 'close']",2016-10-16 21:02:34+00:00,1
Twitter for Android,"['wow', 'interview', 'releas', 'wikileak', 'show', 'crook', 'hillari', 'e', 'mail', 'probe', 'dishonest', 'person', 'paul', 'ryan', 'zilch']",2016-10-16 22:15:33+00:00,1
Twitter for Android,"['anim', 'repres', 'hillari', 'clinton', 'dem', 'north', 'carolina', 'firebomb', 'offic', 'orang', 'counti', 'win']",2016-10-16 22:29:46+00:00,1
Twitter for Android,"['believ', 'total', 'phoney', 'stori', 'made', 'woman', 'mani', 'alreadi', 'proven', 'fals', 'push', 'big', 'time', 'press', 'impact']",2016-10-17 12:15:50+00:00,1
Twitter for Android,"['cours', 'larg', 'scale', 'voter', 'fraud', 'happen', 'elect', 'day', 'republican', 'leader', 'deni', 'go', 'naiv']",2016-10-17 12:33:48+00:00,1
Twitter for Android,"['got', 'come', 'togeth', 'win', 'elect', 'four', 'year', 'obama', 'wors']",2016-10-17 12:35:45+00:00,1
Twitter for Android,"['voter', 'fraud', 'crook', 'hillari', 'clinton', 'even', 'got', 'question', 'debat', 'nobodi', 'say', 'word', 'imagin', 'got', 'question']",2016-10-17 15:24:31+00:00,1
Twitter for Android,"['wow', 'new', 'poll', 'came', 'great', 'number', 'especi', 'total', 'medium', 'hit', 'job', 'lead', 'ohio']",2016-10-17 16:12:24+00:00,1
Twitter for Android,"['new', 'poll', 'good', 'medium', 'deceiv', 'public', 'put', 'woman', 'front', 'center', 'made', 'stori', 'lie', 'got', 'caught']",2016-10-17 19:31:22+00:00,1
Twitter for iPhone,"['sign', 'first', 'bill', 'repeal', 'obamacar', 'give', 'american', 'mani', 'choic', 'much', 'lower', 'rate']",2016-10-17 22:02:11+00:00,1
Twitter for iPhone,"['wife', 'melania', 'interview', 'tonight', 'pm', 'anderson', 'cooper', 'doubt', 'well', 'enjoy']",2016-10-17 22:27:00+00:00,1
Twitter for iPhone,"['hand', 'twitter', 'account', 'team', 'deplor', 'tonight', 'debat', 'makeamericagreatagain']",2016-10-20 00:48:32+00:00,2
Twitter Web Client,"['readi', 'lead', 'readi', 'make', 'america', 'great', 'debat', 'maga']",2016-10-20 01:04:57+00:00,3
Twitter Web Client,"['nd', 'amend', 'sieg', 'need', 'scotu', 'judg', 'uphold', 'u', 'constitut', 'debat', 'bigleaguetruth']",2016-10-20 01:10:23+00:00,2
Twitter Web Client,"['list', 'litani', 'way', 'plan', 'restrict', 'gun', 'right', 'surviv', 'hillari', 'presid', 'debat', 'bigleaguetruth']",2016-10-20 01:13:09+00:00,1
Twitter Web Client,"['drug', 'pour', 'countri', 'border', 'countri', 'ice', 'endors', 'debat', 'bigleaguetruth']",2016-10-20 01:22:19+00:00,2
Twitter Web Client,"['one', 'first', 'act', 'presid', 'deport', 'drug', 'lord', 'secur', 'border', 'debat', 'maga']",2016-10-20 01:23:45+00:00,2
Twitter Web Client,"['hillari', 'weak', 'lead', 'border', 'secur', 'solut', 'idea', 'credibl', 'support', 'nafta', 'worst', 'deal', 'u', 'histori', 'debat']",2016-10-20 01:28:08+00:00,1
Twitter Web Client,"['moder', 'hillari', 'paid', 'brazilian', 'bank', 'speech', 'call', 'open', 'border', 'quot', 'debat', 'bigleaguetruth']",2016-10-20 01:29:22+00:00,1
Twitter Web Client,"['moder', 'hillari', 'plan', 'call', 'regul', 'govern', 'spend', 'debat', 'bigleaguetruth']",2016-10-20 01:38:47+00:00,1
Twitter Web Client,"['renegoti', 'nafta', 'make', 'great', 'deal', 'go', 'tear', 'go', 'get', 'economi', 'run', 'debat']",2016-10-20 01:45:45+00:00,3
Twitter Web Client,"['countri', 'stagnant', 'lost', 'job', 'busi', 'make', 'thing', 'anymor', 'b', 'c', 'bill', 'hillari', 'husband', 'sign', 'bless']",2016-10-20 01:51:49+00:00,1
Twitter Web Client,"['moder', 'respect', 'answer', 'pay', 'play', 'question', 'debat', 'bigleaguetruth']",2016-10-20 02:02:15+00:00,2
Twitter Web Client,"['berni', 'sander', 'hrc', 'bad', 'judgement', 'john', 'podesta', 'hrc', 'bad', 'instinct', 'bigleaguetruth', 'debat']",2016-10-20 02:19:22+00:00,2
Twitter Web Client,"['usa', 'greatest', 'busi', 'peopl', 'world', 'let', 'polit', 'hack', 'negoti', 'deal', 'need', 'chang', 'bigleaguetruth', 'debat']",2016-10-20 02:28:17+00:00,3
Twitter Web Client,"['start', 'campaign', 'make', 'america', 'great', 'go', 'maga', 'debat']",2016-10-20 02:39:25+00:00,3
Twitter Web Client,"['take', 'four', 'year', 'barack', 'obama', 'get', 'vote', 'hillari', 'bigleaguetruth']",2016-10-20 02:40:23+00:00,1
Twitter for Android,"['realli', 'excit', 'made', 'point', 'make', 'america', 'great']",2016-10-20 02:59:26+00:00,3
Twitter for Android,"['hillari', 'clinton', 'announc', 'inappropri', 'given', 'debat', 'question', 'secretli', 'use', 'crook', 'hillari']",2016-10-20 14:55:50+00:00,1
Twitter Web Client,"['obama', 'took', 'offic', 'employ', 'provid', 'premium', 'cost', 'today', 'thank', 'obama']",2016-10-20 20:52:15+00:00,1
Twitter for Android,"['result', 'final', 'debat', 'almost', 'unanim', 'thank', 'excit', 'time']",2016-10-21 17:34:35+00:00,3
Twitter for Android,"['return', 'pennsylvania', 'bring', 'back', 'job', 'amaz', 'crowd', 'go', 'back', 'tomorrow', 'gettysburg']",2016-10-22 03:23:34+00:00,3
Twitter for Android,"['medium', 'refus', 'talk', 'three', 'new', 'nation', 'poll', 'first', 'place', 'biggest', 'crowd', 'ever', 'watch', 'happen']",2016-10-22 03:33:54+00:00,3
Twitter for Android,"['well', 'iran', 'done', 'taken', 'two', 'peopl', 'ask', 'fortun', 'releas', 'happen', 'presid']",2016-10-23 14:04:01+00:00,1
Twitter for Android,"['attack', 'mosul', 'turn', 'total', 'disast', 'gave', 'month', 'notic', 'u', 'look', 'dumb', 'vote', 'trump', 'win']",2016-10-23 23:40:14+00:00,1
Twitter for Android,"['wow', 'came', 'secret', 'tape', 'crook', 'hillari', 'want', 'take', 'mani', 'syrian', 'possibl', 'let', 'happen', 'isi']",2016-10-24 12:00:02+00:00,1
Twitter for Android,"['major', 'stori', 'dem', 'make', 'phoni', 'poll', 'order', 'suppress', 'trump', 'go', 'win']",2016-10-24 12:44:29+00:00,1
Twitter for iPhone,"['nobodi', 'ask', 'kain', 'horribl', 'view', 'eman', 'wikileak', 'cathol', 'medium', 'tank', 'clinton', 'trump', 'win']",2016-10-24 13:05:36+00:00,1
Twitter for iPhone,"['win', 'press', 'refus', 'report', 'let', 'fool', 'get', 'vote', 'draintheswamp', 'novemb', 'th']",2016-10-24 14:17:35+00:00,3
Twitter for iPhone,"['obamacar', 'disast', 'rate', 'go', 'sky', 'readi', 'explod', 'fix', 'hillari', 'obamacarefail']",2016-10-25 20:43:45+00:00,1
Twitter for iPhone,"['repeal', 'replac', 'obamacareinthreeword']",2016-10-25 22:01:50+00:00,1
Twitter for Android,"['repeal', 'replac', 'obamacar']",2016-10-26 11:02:53+00:00,1
Twitter for Android,"['lot', 'call', 'in', 'vote', 'flip', 'vote', 'booth', 'texa', 'peopl', 'happi', 'big', 'line', 'go']",2016-10-27 13:01:12+00:00,1
Twitter for iPhone,"['peopl', 'said', 'thing', 'podesta', 'hillari', 'peopl', 'said', 'would', 'fire', 'self', 'respect']",2016-10-28 15:53:19+00:00,1
Twitter for Android,"['head', 'new', 'hampshir', 'talk', 'disast', 'known', 'obamacar']",2016-10-28 17:04:59+00:00,1
Twitter for iPhone,"['neera', 'tanden', 'hillari', 'clinton', 'advis', 'said', 'israel', 'depress', 'think', 'israel', 'inspir']",2016-10-28 17:24:08+00:00,1
Twitter for Android,"['land', 'iowa', 'speak', 'soon']",2016-10-29 01:28:46+00:00,2
Twitter for Android,"['colorado', 'big', 'day', 'plan', 'noth', 'big', 'yesterday']",2016-10-29 13:08:22+00:00,2
Twitter for Android,"['lead', 'mani', 'poll', 'mani', 'taken', 'crimin', 'investig', 'announc', 'friday', 'great', 'state']",2016-10-30 13:55:06+00:00,3
Twitter for Android,"['hillari', 'dem', 'love', 'prais', 'fbi', 'director', 'comey', 'day', 'ago', 'origin', 'evid', 'overwhelm', 'delay']",2016-10-30 14:04:06+00:00,1
Twitter for Android,"['wow', 'twitter', 'googl', 'facebook', 'buri', 'fbi', 'crimin', 'investig', 'clinton', 'dishonest', 'medium']",2016-10-30 14:26:30+00:00,1
Twitter for Android,"['look', 'way', 'crook', 'hillari', 'handl', 'e', 'mail', 'case', 'total', 'mess', 'unfit', 'presid', 'bad', 'judgement']",2016-11-01 10:31:46+00:00,1
Twitter for Android,"['wow', 'lead', 'poll', 'gone', 'point', 'two', 'week', 'mostli', 'crook', 'hillari', 'blow']",2016-11-01 11:55:47+00:00,1
Twitter for Android,"['crook', 'hillari', 'allow', 'run', 'presid', 'delet', 'e', 'mail', 'get', 'subpoena', 'u', 'congress', 'rig']",2016-11-01 12:01:11+00:00,1
Twitter for iPhone,"['terribl', 'crook', 'report', 'got', 'debat', 'question', 'donna', 'brazil', 'would', 'front', 'page', 'news']",2016-11-01 14:14:09+00:00,1
Twitter for iPhone,"['good', 'man', 'help', 'win', 'congression', 'seat', 'california']",2016-11-01 18:44:44+00:00,3
Twitter for Android,"['chang', 'vote', 'six', 'state', 'see', 'hillari', 'big', 'mistak', 'chang', 'vote', 'make', 'america', 'great']",2016-11-02 10:35:56+00:00,1
Twitter for Android,"['go', 'repeal', 'replac', 'obamacar', 'much', 'le', 'expens', 'much', 'better', 'healthcar', 'hillari', 'cost', 'tripl']",2016-11-02 11:00:30+00:00,1
Twitter for Android,"['crook', 'hillari', 'clinton', 'delet', 'e', 'mail', 'subpoena', 'unit', 'state', 'congress', 'guilti', 'run', 'rig', 'system']",2016-11-02 12:47:48+00:00,1
Twitter for iPhone,"['pray', 'famili', 'two', 'iowa', 'polic', 'ambush', 'morn', 'attack', 'keep', 'u', 'safe', 'attack', 'u']",2016-11-02 14:37:03+00:00,3
Twitter for Android,"['wife', 'melania', 'speak', 'pennsylvania', 'afternoon', 'excit', 'big', 'crowd', 'watch', 'north', 'carolina']",2016-11-03 12:27:27+00:00,3
Twitter for Android,"['obamacar', 'total', 'disast', 'hillari', 'clinton', 'want', 'save', 'make', 'even', 'expens', 'work', 'repeal', 'replac']",2016-11-03 12:34:14+00:00,1
Twitter for iPhone,"['look', 'air', 'forc', 'one', 'mia', 'campaign', 'instead', 'creat', 'job', 'fix', 'obamacar', 'get', 'back', 'work', 'american', 'peopl']",2016-11-03 15:19:12+00:00,1
Twitter for iPhone,"['obama', 'work', 'hard', 'straighten', 'countri', 'tri', 'protect', 'elect', 'hillari', 'would', 'much', 'better']",2016-11-04 19:07:20+00:00,1
Twitter for iPhone,"['watch', 'coach', 'mike', 'ditka', 'great', 'guy', 'support', 'tonight', 'pme', 'wattersworld']",2016-11-05 21:27:32+00:00,3
Twitter for iPhone,"['hey', 'missouri', 'let', 'defeat', 'crook', 'hillari', 'koster', 'support', 'obamacar', 'amnesti', 'vote', 'outsid', 'navi', 'seal']",2016-11-07 22:21:53+00:00,1
Twitter for iPhone,"['big', 'news', 'share', 'new', 'hampshir', 'tonight', 'poll', 'look', 'great', 'see', 'soon']",2016-11-08 00:17:57+00:00,3
Twitter for Android,"['today', 'make', 'america', 'great']",2016-11-08 11:43:14+00:00,3
Twitter for Android,"['watch', 'elect', 'result', 'trump', 'tower', 'manhattan', 'famili', 'friend', 'excit']",2016-11-08 21:18:04+00:00,3
Twitter for Android,"['let', 'keep', 'get', 'vote', 'elect', 'far', 'well', 'much', 'time', 'left', 'go', 'florida']",2016-11-08 21:31:20+00:00,3
Twitter for Android,"['beauti', 'import', 'even', 'forgotten', 'man', 'woman', 'never', 'forgotten', 'come', 'togeth', 'never']",2016-11-09 11:36:58+00:00,3
Twitter for Android,"['fantast', 'day', 'c', 'met', 'presid', 'obama', 'first', 'time', 'realli', 'good', 'meet', 'great', 'chemistri', 'melania', 'like', 'mr', 'lot']",2016-11-11 02:10:46+00:00,1
Twitter for Android,"['open', 'success', 'presidenti', 'elect', 'profession', 'protest', 'incit', 'medium', 'protest', 'unfair']",2016-11-11 02:19:44+00:00,1
Twitter for Android,"['love', 'fact', 'small', 'group', 'protest', 'last', 'night', 'passion', 'great', 'countri', 'come', 'togeth', 'proud']",2016-11-11 11:14:20+00:00,3
Twitter for Android,"['busi', 'day', 'plan', 'new', 'york', 'soon', 'make', 'import', 'decis', 'peopl', 'run', 'govern']",2016-11-11 13:33:35+00:00,2
Twitter for Android,"['prove', 'great', 'time', 'life', 'american', 'unit', 'win', 'win', 'win']",2016-11-12 15:05:33+00:00,3
Twitter for Android,"['wow', 'lose', 'thousand', 'subscrib', 'poor', 'highli', 'inaccur', 'coverag']",2016-11-13 14:16:46+00:00,1
Twitter for Android,"['sent', 'letter', 'subscrib', 'apolog', 'bad', 'coverag', 'wonder', 'chang', 'doubt']",2016-11-13 14:43:09+00:00,1
Twitter for Android,"['mitt', 'romney', 'call', 'congratul', 'win', 'nice']",2016-11-13 14:45:28+00:00,3
Twitter for Android,"['jeb', 'bush', 'georg', 'w', 'georg', 'h', 'w', 'call', 'express', 'best', 'wish', 'win', 'nice']",2016-11-13 15:23:28+00:00,1
Twitter for Android,"['governor', 'john', 'kasich', 'great', 'great', 'great', 'state', 'ohio', 'call', 'congratul', 'win', 'peopl', 'ohio', 'incred']",2016-11-13 15:28:52+00:00,3
Twitter for Android,"['state', 'today', 'djt', 'belief', 'dishonest', 'never', 'said']",2016-11-13 16:03:21+00:00,1
Twitter for Android,"['interview', 'tonight', 'nfl', 'game', 'p', 'enjoy']",2016-11-13 16:33:26+00:00,2
Twitter for Android,"['elect', 'base', 'total', 'popular', 'vote', 'would', 'campaign', 'n', 'florida', 'california', 'even', 'bigger', 'easili']",2016-11-15 13:34:43+00:00,2
Twitter for Android,"['elector', 'colleg', 'actual', 'geniu', 'bring', 'state', 'includ', 'smaller', 'one', 'play', 'campaign', 'much', 'differ']",2016-11-15 13:40:29+00:00,2
Twitter for Android,"['organ', 'process', 'take', 'place', 'decid', 'cabinet', 'mani', 'posit', 'one', 'know', 'finalist']",2016-11-16 02:55:34+00:00,2
Twitter for Android,"['tri', 'get', 'child', 'typic', 'fals', 'news', 'stori']",2016-11-16 11:28:57+00:00,1
Twitter for Android,"['fail', 'stori', 'total', 'wrong', 'transit', 'go', 'smoothli', 'also', 'spoken', 'mani', 'foreign', 'leader']",2016-11-16 12:12:30+00:00,1
Twitter for Android,"['reciev', 'taken', 'call', 'mani', 'foreign', 'leader', 'despit', 'fail', 'said', 'russia', 'u', 'k', 'china', 'saudi', 'arabia', 'japan']",2016-11-16 12:17:12+00:00,1
Twitter for Android,"['australia', 'new', 'zealand', 'alway', 'avail', 'upset', 'look', 'like', 'fool', 'coverag']",2016-11-16 12:25:21+00:00,1
Twitter for Android,"['transit', 'team', 'work', 'long', 'hour', 'fantast', 'job', 'see', 'mani', 'great', 'candid', 'today', 'maga']",2016-11-17 12:46:23+00:00,3
Twitter for Android,"['got', 'call', 'friend', 'bill', 'ford', 'chairman', 'ford', 'advis', 'keep', 'lincoln', 'plant', 'kentucki', 'mexico']",2016-11-18 02:01:52+00:00,2
Twitter for Android,"['work', 'hard', 'bill', 'ford', 'keep', 'lincoln', 'plant', 'kentucki', 'owe', 'great', 'state', 'kentucki', 'confid']",2016-11-18 02:15:28+00:00,3
Twitter for Android,"['work', 'weekend', 'choos', 'great', 'men', 'woman', 'help', 'make', 'america', 'great']",2016-11-18 22:35:27+00:00,3
Twitter for Android,"['settl', 'trump', 'univers', 'lawsuit', 'small', 'fraction', 'potenti', 'award', 'presid', 'focu', 'countri']",2016-11-19 13:34:38+00:00,3
Twitter for Android,"['bad', 'thing', 'win', 'presid', 'time', 'go', 'long', 'win', 'trial', 'trump', 'u', 'bad']",2016-11-19 13:39:34+00:00,3
Twitter for Android,"['wonder', 'futur', 'v', 'p', 'mike', 'penni', 'harass', 'last', 'night', 'theater', 'cast', 'hamilton', 'camera', 'blaze', 'happen']",2016-11-19 13:48:31+00:00,1
Twitter for Android,"['theater', 'must', 'alway', 'safe', 'special', 'place', 'cast', 'hamilton', 'rude', 'last', 'night', 'good', 'man', 'mike', 'penni', 'apolog']",2016-11-19 13:56:30+00:00,1
Twitter for Android,"['cast', 'produc', 'hamilton', 'hear', 'highli', 'overr', 'immedi', 'apolog', 'mike', 'penni', 'terribl', 'behavior']",2016-11-20 11:22:34+00:00,1
Twitter for Android,"['numer', 'patriot', 'come', 'bedminst', 'today', 'continu', 'fill', 'variou', 'posit', 'necessari', 'make', 'america', 'great']",2016-11-20 11:44:23+00:00,3
Twitter for Android,"['watch', 'part', 'saturday', 'night', 'live', 'last', 'night', 'total', 'one', 'side', 'bias', 'show', 'noth', 'funni', 'equal', 'time', 'u']",2016-11-20 13:26:04+00:00,1
Twitter for Android,"['gener', 'jame', 'matti', 'consid', 'secretari', 'defens', 'impress', 'yesterday', 'true', 'gener', 'gener']",2016-11-20 13:39:05+00:00,3
Twitter for Android,"['alway', 'good', 'relationship', 'chuck', 'schumer', 'far', 'smarter', 'harri', 'r', 'abil', 'get', 'thing', 'done', 'good', 'news']",2016-11-20 14:05:01+00:00,1
Twitter for Android,"['prior', 'elect', 'well', 'known', 'interest', 'properti', 'world', 'crook', 'medium', 'make', 'big', 'deal']",2016-11-22 02:14:21+00:00,1
Twitter for Android,"['mani', 'peopl', 'would', 'like', 'see', 'farag', 'repres', 'great', 'britain', 'ambassador', 'unit', 'state', 'would', 'great', 'job']",2016-11-22 02:22:16+00:00,3
